x,y_real,y_prediccion
2.27288,6.45173,6.86444
-0.926518,2.46901,1.65283
-2.56514,5.14384,2.8624
-1.69403,3.59639,1.97479
1.20616,4.26406,3.96468
2.7164,8.7731,8.45542
-0.393865,-0.488802,1.64142
-2.14027,1.09175,2.37353
0.130982,1.02613,1.86441
-1.06158,1.0882,1.68105
-0.638611,2.4661,1.62659
0.306246,2.58078,2.076
1.9793,5.40045,5.8288
-2.29995,2.55749,2.55004
-2.25344,2.24239,2.49732
-2.61804,2.83598,2.92549
2.39747,6.41794,7.32967
0.119314,4.38632,1.85417
2.4359,8.02686,7.47248
-1.80348,1.67311,2.05753
0.88959,3.16873,3.37343
-0.0323227,2.07133,1.75127
2.77468,9.27502,8.63956
2.89461,8.99434,8.99148
1.38733,5.01839,4.31025
2.75064,9.90365,8.56461
1.18732,2.47529,3.93007
-2.26953,3.37749,2.51546
2.2322,7.32691,6.7137
0.853476,3.13176,3.30005
1.42192,3.876,4.38017
-0.383967,1.2115,1.64283
-2.47945,2.72119,2.76021
-1.95817,2.2837,2.1917
-1.40306,1.876,1.80317
-0.712286,1.22763,1.62898
-2.68715,4.19634,3.00749
-2.30518,2.74335,2.55604
-1.79422,2.36426,2.05013
2.60066,7.85957,8.06665
1.14671,4.72496,3.85582
1.77073,4.88023,5.20384
-0.280776,-0.835306,1.66196
-1.14286,3.61872,1.70322
0.97153,3.64453,3.53281
-1.89583,1.06779,2.13524
-2.57781,3.98135,2.87752
1.38797,5.26948,4.31153
-0.960853,0.698831,1.65901
0.417027,2.05092,2.27951
-0.701227,2.52858,1.62843
2.94955,9.30922,9.1402
-2.11521,1.97519,2.34714
-1.57562,1.7393,1.89669
-0.972466,2.38143,1.66125
0.19888,1.64231,1.93249
0.39332,2.54998,2.23108
-1.11977,1.55175,1.69651
-2.47384,2.00035,2.75354
2.18102,4.54277,6.52631
-2.5331,2.88042,2.82416
-1.1394,0.253446,1.7022
2.8287,8.84463,8.80266
-2.56408,3.77967,2.86114
-2.93688,3.0511,3.29401
-2.61818,2.20105,2.92566
-2.10514,1.76539,2.33664
-0.932182,1.15883,1.65381
1.60267,2.85689,4.77638
1.64408,4.62245,4.87584
1.85566,5.83773,5.44538
-1.56183,2.02889,1.88835
1.50545,4.69079,4.55624
2.21061,5.06865,6.63431
-2.03286,1.54755,2.26336
-0.295523,2.10813,1.6587
2.55015,7.77613,7.88867
1.19307,4.5516,3.94062
-0.168448,1.89045,1.69339
1.68719,5.17644,4.98335
0.796113,4.60918,3.17854
1.34037,4.33739,4.21773
-2.41045,1.94371,2.6785
-1.04529,1.74557,1.67708
-2.3679,3.86915,2.6286
-1.82892,2.49641,2.07822
2.52718,7.44052,7.80633
0.774154,3.93425,3.13025
-0.205935,1.58471,1.6815
-0.12128,0.968165,1.71062
0.000403007,1.09286,1.76941
0.399369,1.41438,2.24319
-2.35502,3.20391,2.61359
-1.16514,0.314563,1.71002
0.78284,2.81479,3.14948
0.57529,2.81132,2.65215
-1.84514,2.62891,2.0917
0.235809,2.06968,1.97641
1.79438,5.05207,5.26932
-2.16884,0.381565,2.4041
-1.86131,1.72768,2.10536
-0.985573,1.62922,1.66388
1.24686,5.68354,4.04004
2.13724,7.75116,6.36867
-1.39575,2.75355,1.79972
0.0326447,2.92461,1.78925
1.42595,4.20761,4.38841
-0.0641025,2.61447,1.7354
2.57353,8.13885,7.97162
-0.108347,3.08855,1.71583
0.33539,3.49631,2.12386
-0.555581,0.240439,1.62755
1.27763,4.61034,4.0977
1.21152,3.28328,3.97456
1.46766,2.91629,4.47521
2.13653,3.32131,6.36615
-1.81696,2.2809,2.06842
-1.68535,2.04174,1.96867
2.83808,10.7647,8.83023
0.319534,-0.116089,2.09732
0.534011,2.27655,2.54945
-2.16727,1.65973,2.40241
1.14765,4.1741,3.85753
-2.44301,1.98842,2.71695
-2.96292,3.01558,3.32263
0.79358,2.71086,3.17302
-0.827951,-0.604449,1.63874
1.95623,6.58887,5.75446
-0.907668,0.781439,1.64972
-1.69525,2.22496,1.97566
2.5397,8.37758,7.85134
-0.47485,2.50838,1.63239
-0.374769,1.85334,1.64421
-1.76893,2.47268,2.0303
-0.549609,1.40151,1.62777
2.19493,7.42519,6.57694
-1.6497,3.51504,1.94417
-1.2926,1.50061,1.75507
0.630774,2.29714,2.79088
1.41338,4.20873,4.36275
0.0779839,-0.0410349,1.82091
-0.187864,0.0296024,1.68705
0.19226,1.81127,1.92516
0.556718,6.33909,2.60575
-1.08584,0.947457,1.68724
-1.5927,1.73684,1.90723
-2.68841,2.86399,3.00897
-1.69564,0.712493,1.97594
2.13052,7.59472,6.34474
2.90725,10.0985,9.0264
1.45108,5.05527,4.4404
-1.24523,2.36232,1.73707
-1.47159,1.46776,1.83753
-2.47245,1.63704,2.75189
0.849608,1.98039,3.29206
0.158407,2.4541,1.89008
0.693025,3.58348,2.94294
2.26402,6.00431,6.83151
-2.74885,3.66937,3.07997
1.6784,4.9512,4.96108
0.396155,1.20506,2.23674
2.60116,8.50703,8.06839
2.86338,9.59594,8.90343
0.999677,1.57612,3.58582
1.14773,4.04925,3.85767
1.66315,5.96345,4.92289
-0.597659,2.38086,1.62657
-1.76493,2.64626,2.02722
1.80571,4.0878,5.30116
0.51363,2.50537,2.49961
0.642095,-0.263341,2.81894
-2.60842,2.48255,2.91403
1.11862,5.30733,3.80461
-1.83429,2.42933,2.08266
-0.301944,1.51562,1.65734
1.46988,4.43948,4.47991
-0.290966,0.94106,1.65969
1.63571,4.26319,4.85544
-1.60577,1.2898,1.91547
0.262832,0.593186,2.01204
-0.141279,2.26295,1.70299
-2.26577,0.955124,2.51121
-2.77727,3.58895,3.11305
2.5909,9.07785,8.03262
1.7967,4.10605,5.27582
1.34701,6.68667,4.23066
2.38316,9.28842,7.27628
-2.77783,2.34334,3.11371
-0.49235,1.22779,1.631
-2.46952,4.02455,2.74841
-2.18796,2.77444,2.42483
1.07814,4.9358,3.73072
1.0179,3.44024,3.61979
-1.29209,3.39767,1.75487
0.689047,3.80538,2.93341
2.90554,9.37693,9.0217
-0.705175,2.40157,1.62862
2.52122,8.2177,7.78485
-2.19703,1.20472,2.43474
1.34932,2.97455,4.23516
2.68963,7.93805,8.3681
-1.33985,1.96319,1.77458
-2.00313,0.60061,2.23433
0.0517138,0.596733,1.802
1.73179,3.5104,5.09902
-1.98125,3.30406,2.21339
-2.64181,2.54099,2.95376
2.45592,7.32922,7.54648
1.73029,6.41149,5.09506
2.29029,7.4278,6.92927
-2.08013,1.91085,2.31087
2.56551,7.20058,7.94327
1.42077,3.7701,4.37782
0.340785,4.53418,2.13316
-2.0302,1.45354,2.26074
0.596501,1.50676,2.70529
-2.77404,2.90907,3.10931
1.25207,3.1095,4.04975
2.64848,7.25177,8.23075
-2.3352,2.37877,2.59059
0.223059,1.03986,1.96064
0.170301,1.56093,1.90196
-0.639704,1.87456,1.6266
0.658139,3.35393,2.85843
2.32039,6.35998,7.04164
-0.760152,3.23112,1.63213
1.55085,2.91133,4.65682
-0.0924068,2.47042,1.72256
-0.833911,1.48633,1.63944
-1.31318,4.3498,1.76337
-2.01048,2.26831,2.24144
-2.83272,3.16502,3.17692
-0.878901,2.33221,1.64535
-2.29109,1.84878,2.53993
0.0161745,1.46467,1.77885
1.51173,5.11549,4.56993
-1.88339,2.41081,2.12435
1.57044,3.35177,4.7014
1.08703,4.22844,3.74698
-1.67639,1.40996,1.96241
1.75243,3.64489,5.15413
-2.26669,3.86292,2.51224
2.41883,6.80174,7.40917
-2.53203,3.35163,2.82288
1.19304,5.53227,3.94057
1.88452,4.73228,5.5315
1.6334,6.65071,4.84985
-2.13576,3.44079,2.36875
2.01188,5.40015,5.9359
-1.64229,3.51622,1.93922
-0.232914,2.51985,1.67385
0.536943,2.87633,2.55669
1.40397,4.75041,4.34368
-0.291464,1.10924,1.65958
1.21802,3.55168,3.98655
0.312885,2.02503,2.08655
-0.82275,0.961735,1.63814
-1.81014,4.34161,2.06289
2.07161,5.69125,6.1383
1.0485,4.20307,3.67636
-1.20708,1.92018,1.72366
-2.011,0.614004,2.24195
-2.04472,3.31559,2.27513
2.62162,8.61176,8.13915
-1.65,0.827953,1.94438
1.57087,5.73831,4.70239
1.26574,3.8689,4.07533
1.17423,1.99135,3.90608
-2.524,2.0438,2.8133
-2.62341,2.17132,2.93188
0.735906,3.36765,3.04367
-2.66627,5.69598,2.98279
-0.510064,2.41179,1.62979
-2.58978,2.6241,2.89181
1.42293,4.50869,4.38223
1.73733,5.32227,5.11372
