x,y_real,y_prediccion
-0.0491546,1.874,2.18829
1.52631,4.18972,4.56265
2.16302,7.58797,6.56513
-0.979252,3.4682,2.04685
1.99506,8.15733,5.97268
-2.9782,1.6538,2.02484
0.641332,1.48286,2.76732
2.69999,8.19441,8.25335
1.74555,5.41758,5.16703
-0.888774,2.40912,2.05129
-0.653052,1.1305,2.06801
1.0341,3.65682,3.45681
2.98089,8.94988,8.81255
-0.980442,0.469721,2.04679
-2.47203,1.85424,2.02583
-1.14468,2.30369,2.04065
-0.993041,-0.142487,2.04624
2.45137,6.73905,7.55439
-0.790643,1.85867,2.0572
2.96334,8.10637,8.78429
-2.85758,3.08712,2.02501
-1.67782,2.64918,2.03045
2.5933,7.8057,7.97656
-0.811291,1.70881,2.05585
1.19575,3.74496,3.79291
-2.62816,3.98962,2.02544
-0.865771,1.064,2.05256
1.63065,5.54909,4.83855
-0.82701,2.88647,2.05486
-0.384004,2.62888,2.10199
-2.89577,3.47373,2.02495
0.629114,3.58061,2.74985
2.47433,7.17563,7.62655
-2.67967,3.73113,2.02533
-1.69824,1.23162,2.03023
2.76782,8.07861,8.41037
-2.01714,2.24652,2.0277
-0.0120773,1.70188,2.20269
2.12564,5.39861,6.43186
-1.57348,2.5614,2.03171
-0.136041,2.68237,2.15904
-0.0633358,-1.49566,2.1831
0.253938,2.7051,2.35061
1.15936,3.79157,3.71522
-0.837947,0.435659,2.05419
-1.78449,1.18735,2.0294
1.84076,5.28498,5.46017
-2.59913,1.96496,2.02551
-1.25405,2.39189,2.03759
2.27288,6.45173,6.95471
-0.926518,2.46901,2.04933
-2.56514,5.14384,2.02559
-1.69403,3.59639,2.03028
1.20616,4.26406,3.81534
2.7164,8.7731,8.29269
-0.393865,-0.488802,2.10033
-2.14027,1.09175,2.02705
0.130982,1.02613,2.27134
-1.06158,1.0882,2.04349
-0.638611,2.4661,2.06935
0.306246,2.58078,2.39114
1.9793,5.40045,5.9185
-2.29995,2.55749,2.02638
-2.25344,2.24239,2.02656
-2.61804,2.83598,2.02546
2.39747,6.41794,7.37993
0.119314,4.38632,2.26487
2.4359,8.02686,7.50503
-1.80348,1.67311,2.02923
0.88959,3.16873,3.17812
-0.0323227,2.07133,2.19467
2.77468,9.27502,8.42543
2.89461,8.99434,8.66551
1.38733,5.01839,4.2228
2.75064,9.90365,8.37198
1.18732,2.47529,3.77481
-2.26953,3.37749,2.02649
2.2322,7.32691,6.81129
0.853476,3.13176,3.11242
1.42192,3.876,4.30482
-0.383967,1.2115,2.10199
-2.47945,2.72119,2.02581
-1.95817,2.2837,2.02807
-1.40306,1.876,2.03438
-0.712286,1.22763,2.06295
-2.68715,4.19634,2.02532
-2.30518,2.74335,2.02636
-1.79422,2.36426,2.02931
2.60066,7.85957,7.99682
1.14671,4.72496,3.68849
1.77073,4.88023,5.24271
-0.280776,-0.835306,2.12179
-1.14286,3.61872,2.04071
0.97153,3.64453,3.3333
-1.89583,1.06779,2.0285
-2.57781,3.98135,2.02556
1.38797,5.26948,4.22431
-0.960853,0.698831,2.04768
0.417027,2.05092,2.49226
-0.701227,2.52858,2.06384
2.94955,9.30922,8.76149
-2.11521,1.97519,2.02717
-1.57562,1.7393,2.03168
-0.972466,2.38143,2.04715
0.19888,1.64231,2.31249
0.39332,2.54998,2.46879
-1.11977,1.55175,2.04145
-2.47384,2.00035,2.02582
2.18102,4.54277,6.62932
-2.5331,2.88042,2.02567
-1.1394,0.253446,2.04082
2.8287,8.84463,8.53895
-2.56408,3.77967,2.02559
-2.93688,3.0511,2.02489
-2.61818,2.20105,2.02546
-2.10514,1.76539,2.02722
-0.932182,1.15883,2.04905
1.60267,2.85689,4.76259
1.64408,4.62245,4.87555
1.85566,5.83773,5.50776
-1.56183,2.02889,2.03186
1.50545,4.69079,4.50978
2.21061,5.06865,6.73469
-2.03286,1.54755,2.02761
-0.295523,2.10813,2.11866
2.55015,7.77613,7.85443
1.19307,4.5516,3.78715
-0.168448,1.89045,2.14956
1.68719,5.17644,4.9968
0.796113,4.60918,3.01185
1.34037,4.33739,4.11384
-2.41045,1.94371,2.02601
-1.04529,1.74557,2.04411
-2.3679,3.86915,2.02614
-1.82892,2.49641,2.02902
2.52718,7.44052,7.78713
0.774154,3.93425,2.97468
-0.205935,1.58471,2.13947
-0.12128,0.968165,2.1636
0.000403007,1.09286,2.20783
0.399369,1.41438,2.47468
-2.35502,3.20391,2.02619
-1.16514,0.314563,2.04003
0.78284,2.81479,2.9893
0.57529,2.81132,2.67627
-1.84514,2.62891,2.02889
0.235809,2.06968,2.33756
1.79438,5.05207,5.31501
-2.16884,0.381565,2.02692
-1.86131,1.72768,2.02876
-0.985573,1.62922,2.04657
1.24686,5.68354,3.90401
2.13724,7.75116,6.47316
-1.39575,2.75355,2.03452
0.0326447,2.92461,2.22179
1.42595,4.20761,4.31446
-0.0641025,2.61447,2.18282
2.57353,8.13885,7.92133
-0.108347,3.08855,2.16772
0.33539,3.49631,2.41567
-0.555581,0.240439,2.07798
1.27763,4.61034,3.97208
1.21152,3.28328,3.82694
1.46766,2.91629,4.41576
2.13653,3.32131,6.47065
-1.81696,2.2809,2.02912
-1.68535,2.04174,2.03037
2.83808,10.7647,8.55775
0.319534,-0.116089,2.40214
0.534011,2.27655,2.62362
-2.16727,1.65973,2.02692
1.14765,4.1741,3.69047
-2.44301,1.98842,2.02591
-2.96292,3.01558,2.02486
0.79358,2.71086,3.00753
-0.827951,-0.604449,2.0548
1.95623,6.58887,5.83988
-0.907668,0.781439,2.05028
-1.69525,2.22496,2.03026
2.5397,8.37758,7.82403
-0.47485,2.50838,2.0881
-0.374769,1.85334,2.10357
-1.76893,2.47268,2.02954
-0.549609,1.40151,2.07866
2.19493,7.42519,6.67888
-1.6497,3.51504,2.03077
-1.2926,1.50061,2.03667
0.630774,2.29714,2.75221
1.41338,4.20873,4.28442
0.0779839,-0.0410349,2.24327
-0.187864,0.0296024,2.14422
0.19226,1.81127,2.3082
0.556718,6.33909,2.65217
-1.08584,0.947457,2.04261
-1.5927,1.73684,2.03145
-2.68841,2.86399,2.02531
-1.69564,0.712493,2.03026
2.13052,7.59472,6.44922
2.90725,10.0985,8.68834
1.45108,5.05527,4.3752
-1.24523,2.36232,2.03781
-1.47159,1.46776,2.0332
-2.47245,1.63704,2.02583
0.849608,1.98039,3.10549
0.158407,2.4541,2.28722
0.693025,3.58348,2.84431
2.26402,6.00431,6.9236
-2.74885,3.66937,2.0252
1.6784,4.9512,4.97176
0.396155,1.20506,2.47154
2.60116,8.50703,7.99818
2.86338,9.59594,8.60714
0.999677,1.57612,3.38836
1.14773,4.04925,3.69063
1.66315,5.96345,4.92873
-0.597659,2.38086,2.0734
-1.76493,2.64626,2.02958
1.80571,4.0878,5.35006
0.51363,2.50537,2.59884
0.642095,-0.263341,2.76842
-2.60842,2.48255,2.02549
1.11862,5.30733,3.62964
-1.83429,2.42933,2.02897
-0.301944,1.51562,2.11733
1.46988,4.43948,4.42123
-0.290966,0.94106,2.11962
1.63571,4.26319,4.85245
-1.60577,1.2898,2.03129
0.262832,0.593186,2.35719
-0.141279,2.26295,2.15746
-2.26577,0.955124,2.02651
-2.77727,3.58895,2.02515
2.5909,9.07785,7.96992
1.7967,4.10605,5.32217
1.34701,6.68667,4.12909
2.38316,9.28842,7.33251
-2.77783,2.34334,2.02515
-0.49235,1.22779,2.08574
-2.46952,4.02455,2.02584
-2.18796,2.77444,2.02683
1.07814,4.9358,3.54604
1.0179,3.44024,3.42445
-1.29209,3.39767,2.03668
0.689047,3.80538,2.83821
2.90554,9.37693,8.68528
-0.705175,2.40157,2.06352
2.52122,8.2177,7.76941
-2.19703,1.20472,2.02679
1.34932,2.97455,4.1344
2.68963,7.93805,8.22807
-1.33985,1.96319,2.03563
-2.00313,0.60061,2.02779
0.0517138,0.596733,2.23056
1.73179,3.5104,5.12627
-1.98125,3.30406,2.02792
-2.64181,2.54099,2.02541
2.45592,7.32922,7.56881
1.73029,6.41149,5.12184
2.29029,7.4278,7.01555
-2.08013,1.91085,2.02735
2.56551,7.20058,7.89857
1.42077,3.7701,4.30207
0.340785,4.53418,2.42036
-2.0302,1.45354,2.02763
0.596501,1.50676,2.7046
-2.77404,2.90907,2.02515
1.25207,3.1095,3.91546
2.64848,7.25177,8.12426
-2.3352,2.37877,2.02625
0.223059,1.03986,2.32868
0.170301,1.56093,2.29442
-0.639704,1.87456,2.06925
0.658139,3.35393,2.79181
2.32039,6.35998,7.11981
-0.760152,3.23112,2.05932
1.55085,2.91133,4.62577
-0.0924068,2.47042,2.17298
-0.833911,1.48633,2.05444
-1.31318,4.3498,2.0362
-2.01048,2.26831,2.02774
-2.83272,3.16502,2.02505
-0.878901,2.33221,2.05182
-2.29109,1.84878,2.02641
0.0161745,1.46467,2.21453
1.51173,5.11549,4.52562
-1.88339,2.41081,2.02859
1.57044,3.35177,4.67693
1.08703,4.22844,3.56428
-1.67639,1.40996,2.03047
1.75243,3.64489,5.18758
-2.26669,3.86292,2.02651
2.41883,6.80174,7.44989
-2.53203,3.35163,2.02567
1.19304,5.53227,3.78709
1.88452,4.73228,5.60113
1.6334,6.65071,4.84611
-2.13576,3.44079,2.02707
2.01188,5.40015,6.03085
-1.64229,3.51622,2.03085
-0.232914,2.51985,2.13274
0.536943,2.87633,2.62725
1.40397,4.75041,4.26206
-0.291464,1.10924,2.11951
1.21802,3.55168,3.84103
0.312885,2.02503,2.3966
-0.82275,0.961735,2.05513
-1.81014,4.34161,2.02918
2.07161,5.69125,6.24011
1.0485,4.20307,3.48579
-1.20708,1.92018,2.03882
-2.011,0.614004,2.02774
-2.04472,3.31559,2.02754
2.62162,8.61176,8.05357
-1.65,0.827953,2.03076
1.57087,5.73831,4.67806
1.26574,3.8689,3.94566
1.17423,1.99135,3.74682
-2.524,2.0438,2.02569
-2.62341,2.17132,2.02545
0.735906,3.36765,2.91182
-2.66627,5.69598,2.02536
-0.510064,2.41179,2.08345
-2.58978,2.6241,2.02553
1.42293,4.50869,4.30724
1.73733,5.32227,5.14264
