x,y_real,y_prediccion
-2.6804,2.64945,2.00455
-1.62854,2.06091,2.00468
0.572377,2.80938,2.56997
-0.787283,2.97916,2.00735
2.26157,6.25945,6.82994
1.67297,4.4746,4.94223
2.62586,8.79565,8.27777
2.0626,6.56553,6.05457
-0.61893,2.36803,2.00995
2.85282,8.22517,8.96931
2.35718,4.50297,7.22554
-0.531471,1.50002,2.01218
0.039898,1.1702,2.08058
-2.84449,2.49855,2.00455
-1.33553,0.519457,2.00491
-2.90793,3.56644,2.00455
-0.190985,1.87745,2.03445
1.6566,5.01491,4.90746
-2.13032,4.35441,2.00457
-1.06671,2.18918,2.00552
-0.901366,2.47375,2.00636
2.89258,9.68991,9.06691
-1.00505,1.26348,2.00577
-0.245592,2.26012,2.02853
0.150708,1.98263,2.12302
-2.14453,5.44773,2.00457
0.997427,3.07039,3.60125
1.99286,6.19244,5.81182
2.57803,9.70537,8.10476
1.86394,5.16209,5.41374
-2.16482,2.43293,2.00457
1.47714,4.06664,4.56501
1.6747,3.95752,4.94596
1.1897,4.08981,4.03992
-0.363777,2.49463,2.01945
-2.20973,-0.0208825,2.00457
2.57892,9.80361,8.10805
-0.885891,0.932781,2.00647
-2.07305,1.10201,2.00458
-2.6947,2.17417,2.00455
-1.53002,0.692472,2.00473
-2.12462,0.0959689,2.00457
-0.350585,1.89587,2.02026
-0.96055,2.73209,2.00599
0.205552,3.11645,2.15173
-2.27688,0.780366,2.00456
-0.508592,1.51526,2.0129
-2.07435,1.63646,2.00458
-1.48402,2.30328,2.00476
0.791401,2.44641,3.06372
0.208016,1.66284,2.15317
-0.656258,0.139299,2.00921
-1.72974,1.40816,2.00464
-2.03199,2.49879,2.00458
1.99661,7.2622,5.82441
0.332511,3.56202,2.2452
1.77872,6.51728,5.18709
1.75523,5.44182,5.12944
-0.406143,0.127776,2.01712
-2.03764,2.75501,2.00458
-1.39416,1.07276,2.00484
-1.71718,2.65363,2.00464
1.13867,4.14583,3.93273
-0.245894,1.06024,2.0285
-1.84251,1.28691,2.00461
0.823131,2.03359,3.14611
1.65243,6.13206,4.89873
2.7596,7.61769,8.7127
-0.0769669,2.81558,2.05198
-1.62711,2.14406,2.00468
-1.35354,-0.414898,2.00489
2.09985,6.41961,6.19141
1.80452,5.28015,5.25276
1.29595,4.77383,4.24451
-1.35594,2.22402,2.00489
-1.12637,1.44529,2.00532
1.19987,5.02596,4.06051
1.10539,2.74185,3.85922
1.53861,5.49749,4.67604
2.07179,6.46378,6.08788
-2.15887,1.27702,2.00457
1.69789,5.22954,4.99666
1.54074,3.75873,4.67997
2.13481,6.76074,6.32389
-1.83168,2.13069,2.00461
2.47583,7.2832,7.71049
-2.03776,2.83813,2.00458
-1.3063,2.76325,2.00495
2.69271,8.30565,8.50465
-2.1662,1.99112,2.00457
-1.71354,1.36857,2.00464
1.64416,4.28933,4.88154
1.09757,4.38012,3.84151
-0.302193,3.24184,2.02364
2.49181,9.06182,7.77398
-1.05257,0.37604,2.00557
2.87859,8.73578,9.03337
0.278818,0.745714,2.20045
-0.440107,2.60839,2.01552
1.88802,6.55348,5.48299
2.10165,6.6944,6.19812
-1.8211,2.12592,2.00462
-0.729375,1.48383,2.00805
-2.20944,2.71878,2.00457
1.04554,2.94712,3.71971
-0.723254,1.64307,2.00814
1.52575,4.39175,4.65242
-0.121488,1.74648,2.04416
-0.571883,0.524196,2.01105
-0.917137,2.64095,2.00625
-0.0491546,1.874,2.05763
1.52631,4.18972,4.65345
2.16302,7.58797,6.4334
-0.979252,3.4682,2.00589
1.99506,8.15733,5.8192
-2.9782,1.6538,2.00455
0.641332,1.48286,2.70697
2.69999,8.19441,8.52825
1.74555,5.41758,5.10624
-0.888774,2.40912,2.00645
-0.653052,1.1305,2.00927
1.0341,3.65682,3.69203
2.98089,8.94988,9.25921
-0.980442,0.469721,2.00589
-2.47203,1.85424,2.00456
-1.14468,2.30369,2.00527
-0.993041,-0.142487,2.00583
2.45137,6.73905,7.6122
-0.790643,1.85867,2.00731
2.96334,8.10637,9.22362
-2.85758,3.08712,2.00455
-1.67782,2.64918,2.00466
2.5933,7.8057,8.16088
-0.811291,1.70881,2.0071
1.19575,3.74496,4.0522
-2.62816,3.98962,2.00455
-0.865771,1.064,2.00662
1.63065,5.54909,4.85384
-0.82701,2.88647,2.00695
-0.384004,2.62888,2.01829
-2.89577,3.47373,2.00455
0.629114,3.58061,2.68128
2.47433,7.17563,7.7045
-2.67967,3.73113,2.00455
-1.69824,1.23162,2.00465
2.76782,8.07861,8.73691
-2.01714,2.24652,2.00458
-0.0120773,1.70188,2.0662
2.12564,5.39861,6.2888
-1.57348,2.5614,2.0047
-0.136041,2.68237,2.04189
-0.0633358,-1.49566,2.05467
0.253938,2.7051,2.18243
1.15936,3.79157,3.97698
-0.837947,0.435659,2.00685
-1.78449,1.18735,2.00462
1.84076,5.28498,5.3493
-2.59913,1.96496,2.00455
-1.25405,2.39189,2.00503
2.27288,6.45173,6.87645
-0.926518,2.46901,2.00619
-2.56514,5.14384,2.00455
-1.69403,3.59639,2.00465
1.20616,4.26406,4.07313
2.7164,8.7731,8.58058
-0.393865,-0.488802,2.01775
-2.14027,1.09175,2.00457
0.130982,1.02613,2.11407
-1.06158,1.0882,2.00554
-0.638611,2.4661,2.00955
0.306246,2.58078,2.22226
1.9793,5.40045,5.76679
-2.29995,2.55749,2.00456
-2.25344,2.24239,2.00456
-2.61804,2.83598,2.00455
2.39747,6.41794,7.39209
0.119314,4.38632,2.10909
2.4359,8.02686,7.54946
-1.80348,1.67311,2.00462
0.88959,3.16873,3.32143
-0.0323227,2.07133,2.06136
2.77468,9.27502,8.75686
2.89461,8.99434,9.07169
1.38733,5.01839,4.40745
2.75064,9.90365,8.68598
1.18732,2.47529,4.03506
-2.26953,3.37749,2.00456
2.2322,7.32691,6.70992
0.853476,3.13176,3.22593
1.42192,3.876,4.46794
-0.383967,1.2115,2.01829
-2.47945,2.72119,2.00456
-1.95817,2.2837,2.00459
-1.40306,1.876,2.00483
-0.712286,1.22763,2.0083
-2.68715,4.19634,2.00455
-2.30518,2.74335,2.00456
-1.79422,2.36426,2.00462
2.60066,7.85957,8.18765
1.14671,4.72496,3.95005
1.77073,4.88023,5.16726
-0.280776,-0.835306,2.02536
-1.14286,3.61872,2.00528
0.97153,3.64453,3.53551
-1.89583,1.06779,2.0046
-2.57781,3.98135,2.00455
1.38797,5.26948,4.40858
-0.960853,0.698831,2.00599
0.417027,2.05092,2.33432
-0.701227,2.52858,2.00846
2.94955,9.30922,9.19475
-2.11521,1.97519,2.00457
-1.57562,1.7393,2.0047
-0.972466,2.38143,2.00593
0.19888,1.64231,2.14792
0.39332,2.54998,2.30681
-1.11977,1.55175,2.00534
-2.47384,2.00035,2.00456
2.18102,4.54277,6.50434
-2.5331,2.88042,2.00455
-1.1394,0.253446,2.00529
2.8287,8.84463,8.90665
-2.56408,3.77967,2.00455
-2.93688,3.0511,2.00455
-2.61818,2.20105,2.00455
-2.10514,1.76539,2.00457
-0.932182,1.15883,2.00616
1.60267,2.85689,4.79791
1.64408,4.62245,4.88136
1.85566,5.83773,5.39049
-1.56183,2.02889,2.00471
1.50545,4.69079,4.61561
2.21061,5.06865,6.62258
-2.03286,1.54755,2.00458
-0.295523,2.10813,2.02416
2.55015,7.77613,8.00023
1.19307,4.5516,4.04677
-0.168448,1.89045,2.0373
1.68719,5.17644,4.97307
0.796113,4.60918,3.07586
1.34037,4.33739,4.32464
-2.41045,1.94371,2.00456
-1.04529,1.74557,2.0056
-2.3679,3.86915,2.00456
-1.82892,2.49641,2.00461
2.52718,7.44052,7.91228
0.774154,3.93425,3.01963
-0.205935,1.58471,2.0327
-0.12128,0.968165,2.04419
0.000403007,1.09286,2.06939
0.399369,1.41438,2.31363
-2.35502,3.20391,2.00456
-1.16514,0.314563,2.00522
0.78284,2.81479,3.04177
0.57529,2.81132,2.57536
-1.84514,2.62891,2.00461
0.235809,2.06968,2.17029
1.79438,5.05207,5.22667
-2.16884,0.381565,2.00457
-1.86131,1.72768,2.00461
-0.985573,1.62922,2.00586
1.24686,5.68354,4.15269
2.13724,7.75116,6.33323
-1.39575,2.75355,2.00484
0.0326447,2.92461,2.07839
1.42595,4.20761,4.47498
-0.0641025,2.61447,2.05451
2.57353,8.13885,8.08808
-0.108347,3.08855,2.04632
0.33539,3.49631,2.24784
-0.555581,0.240439,2.01148
1.27763,4.61034,4.21071
1.21152,3.28328,4.08382
1.46766,2.91629,4.54823
2.13653,3.32131,6.33051
-1.81696,2.2809,2.00462
-1.68535,2.04174,2.00465
2.83808,10.7647,8.93133
0.319534,-0.116089,2.23361
0.534011,2.27655,2.50241
-2.16727,1.65973,2.00457
1.14765,4.1741,3.95207
-2.44301,1.98842,2.00456
-2.96292,3.01558,2.00455
0.79358,2.71086,3.06933
-0.827951,-0.604449,2.00694
1.95623,6.58887,5.69188
-0.907668,0.781439,2.00631
-1.69525,2.22496,2.00465
2.5397,8.37758,7.96045
-0.47485,2.50838,2.0141
-0.374769,1.85334,2.01881
-1.76893,2.47268,2.00463
-0.549609,1.40151,2.01165
2.19493,7.42519,6.55968
-1.6497,3.51504,2.00467
-1.2926,1.50061,2.00497
0.630774,2.29714,2.68474
1.41338,4.20873,4.45301
0.0779839,-0.0410349,2.09315
-0.187864,0.0296024,2.03483
0.19226,1.81127,2.14422
0.556718,6.33909,2.54164
-1.08584,0.947457,2.00545
-1.5927,1.73684,2.00469
-2.68841,2.86399,2.00455
-1.69564,0.712493,2.00465
2.13052,7.59472,6.30743
2.90725,10.0985,9.10116
1.45108,5.05527,4.51903
-1.24523,2.36232,2.00505
-1.47159,1.46776,2.00477
-2.47245,1.63704,2.00456
0.849608,1.98039,3.21572
0.158407,2.4541,2.1267
0.693025,3.58348,2.82193
2.26402,6.00431,6.84
-2.74885,3.66937,2.00455
1.6784,4.9512,4.95393
0.396155,1.20506,2.30999
2.60116,8.50703,8.18946
2.86338,9.59594,8.99591
0.999677,1.57612,3.60691
1.14773,4.04925,3.95224
1.66315,5.96345,4.92129
-0.597659,2.38086,2.01042
-1.76493,2.64626,2.00463
1.80571,4.0878,5.25586
0.51363,2.50537,2.46906
0.642095,-0.263341,2.7086
-2.60842,2.48255,2.00455
1.11862,5.30733,3.88879
-1.83429,2.42933,2.00461
-0.301944,1.51562,2.02365
1.46988,4.43948,4.55216
-0.290966,0.94106,2.02452
1.63571,4.26319,4.86415
-1.60577,1.2898,2.00469
0.262832,0.593186,2.18869
-0.141279,2.26295,2.04111
-2.26577,0.955124,2.00456
-2.77727,3.58895,2.00455
2.5909,9.07785,8.15213
1.7967,4.10605,5.23261
1.34701,6.68667,4.33644
2.38316,9.28842,7.33306
-2.77783,2.34334,2.00455
-0.49235,1.22779,2.01346
-2.46952,4.02455,2.00456
-2.18796,2.77444,2.00457
1.07814,4.9358,3.79684
1.0179,3.44024,3.6523
-1.29209,3.39767,2.00497
0.689047,3.80538,2.81274
2.90554,9.37693,9.09721
-0.705175,2.40157,2.0084
2.52122,8.2177,7.88922
-2.19703,1.20472,2.00457
1.34932,2.97455,4.34053
2.68963,7.93805,8.4946
-1.33985,1.96319,2.00491
-2.00313,0.60061,2.00458
0.0517138,0.596733,2.08428
1.73179,3.5104,5.07384
-1.98125,3.30406,2.00459
-2.64181,2.54099,2.00455
2.45592,7.32922,7.63059
1.73029,6.41149,5.07035
2.29029,7.4278,6.94828
-2.08013,1.91085,2.00458
2.56551,7.20058,8.05814
1.42077,3.7701,4.46593
0.340785,4.53418,2.25287
-2.0302,1.45354,2.00458
0.596501,1.50676,2.61566
-2.77404,2.90907,2.00455
1.25207,3.1095,4.16264
2.64848,7.25177,8.35656
-2.3352,2.37877,2.00456
0.223059,1.03986,2.16222
0.170301,1.56093,2.1326
-0.639704,1.87456,2.00953
0.658139,3.35393,2.74327
2.32039,6.35998,7.07292
-0.760152,3.23112,2.00766
1.55085,2.91133,4.69875
-0.0924068,2.47042,2.04911
-0.833911,1.48633,2.00689
-1.31318,4.3498,2.00494
-2.01048,2.26831,2.00458
-2.83272,3.16502,2.00455
-0.878901,2.33221,2.00652
-2.29109,1.84878,2.00456
0.0161745,1.46467,2.07365
1.51173,5.11549,4.62694
-1.88339,2.41081,2.0046
1.57044,3.35177,4.73563
1.08703,4.22844,3.81741
-1.67639,1.40996,2.00466
1.75243,3.64489,5.1227
-2.26669,3.86292,2.00456
2.41883,6.80174,7.47981
-2.53203,3.35163,2.00455
1.19304,5.53227,4.04671
1.88452,4.73228,5.47276
1.6334,6.65071,4.85945
-2.13576,3.44079,2.00457
2.01188,5.40015,5.87619
-1.64229,3.51622,2.00467
-0.232914,2.51985,2.02979
0.536943,2.87633,2.50735
1.40397,4.75041,4.43657
-0.291464,1.10924,2.02448
1.21802,3.55168,4.09668
0.312885,2.02503,2.22787
-0.82275,0.961735,2.00699
-1.81014,4.34161,2.00462
2.07161,5.69125,6.08723
1.0485,4.20307,3.72683
-1.20708,1.92018,2.00513
-2.011,0.614004,2.00458
-2.04472,3.31559,2.00458
2.62162,8.61176,8.26277
-1.65,0.827953,2.00467
1.57087,5.73831,4.73645
1.26574,3.8689,4.18849
1.17423,1.99135,4.0081
-2.524,2.0438,2.00455
-2.62341,2.17132,2.00455
0.735906,3.36765,2.92417
-2.66627,5.69598,2.00455
-0.510064,2.41179,2.01285
-2.58978,2.6241,2.00455
1.42293,4.50869,4.46971
1.73733,5.32227,5.08682
