x,y_real,y_prediccion
1.84076,5.28498,3.49528
-2.59913,1.96496,3.49514
-1.25405,2.39189,3.49518
2.27288,6.45173,3.49529
-0.926518,2.46901,3.49519
-2.56514,5.14384,3.49514
-1.69403,3.59639,3.49516
1.20616,4.26406,3.49526
2.7164,8.7731,3.49531
-0.393865,-0.488802,3.49521
-2.14027,1.09175,3.49515
0.130982,1.02613,3.49522
-1.06158,1.0882,3.49518
-0.638611,2.4661,3.4952
0.306246,2.58078,3.49523
1.9793,5.40045,3.49528
-2.29995,2.55749,3.49514
-2.25344,2.24239,3.49515
-2.61804,2.83598,3.49513
2.39747,6.41794,3.4953
0.119314,4.38632,3.49522
2.4359,8.02686,3.4953
-1.80348,1.67311,3.49516
0.88959,3.16873,3.49525
-0.0323227,2.07133,3.49522
2.77468,9.27502,3.49531
2.89461,8.99434,3.49531
1.38733,5.01839,3.49526
2.75064,9.90365,3.49531
1.18732,2.47529,3.49526
-2.26953,3.37749,3.49515
2.2322,7.32691,3.49529
0.853476,3.13176,3.49525
1.42192,3.876,3.49527
-0.383967,1.2115,3.49521
-2.47945,2.72119,3.49514
-1.95817,2.2837,3.49516
-1.40306,1.876,3.49517
-0.712286,1.22763,3.4952
-2.68715,4.19634,3.49513
-2.30518,2.74335,3.49514
-1.79422,2.36426,3.49516
2.60066,7.85957,3.4953
1.14671,4.72496,3.49526
1.77073,4.88023,3.49528
-0.280776,-0.835306,3.49521
-1.14286,3.61872,3.49518
0.97153,3.64453,3.49525
-1.89583,1.06779,3.49516
-2.57781,3.98135,3.49514
1.38797,5.26948,3.49526
-0.960853,0.698831,3.49519
0.417027,2.05092,3.49523
-0.701227,2.52858,3.4952
2.94955,9.30922,3.49531
-2.11521,1.97519,3.49515
-1.57562,1.7393,3.49517
-0.972466,2.38143,3.49519
0.19888,1.64231,3.49523
0.39332,2.54998,3.49523
-1.11977,1.55175,3.49518
-2.47384,2.00035,3.49514
2.18102,4.54277,3.49529
-2.5331,2.88042,3.49514
-1.1394,0.253446,3.49518
2.8287,8.84463,3.49531
-2.56408,3.77967,3.49514
-2.93688,3.0511,3.49512
-2.61818,2.20105,3.49513
-2.10514,1.76539,3.49515
-0.932182,1.15883,3.49519
1.60267,2.85689,3.49527
1.64408,4.62245,3.49527
1.85566,5.83773,3.49528
-1.56183,2.02889,3.49517
1.50545,4.69079,3.49527
2.21061,5.06865,3.49529
-2.03286,1.54755,3.49515
-0.295523,2.10813,3.49521
2.55015,7.77613,3.4953
1.19307,4.5516,3.49526
-0.168448,1.89045,3.49521
1.68719,5.17644,3.49527
0.796113,4.60918,3.49525
1.34037,4.33739,3.49526
-2.41045,1.94371,3.49514
-1.04529,1.74557,3.49518
-2.3679,3.86915,3.49514
-1.82892,2.49641,3.49516
2.52718,7.44052,3.4953
0.774154,3.93425,3.49524
-0.205935,1.58471,3.49521
-0.12128,0.968165,3.49522
0.000403007,1.09286,3.49522
0.399369,1.41438,3.49523
-2.35502,3.20391,3.49514
-1.16514,0.314563,3.49518
0.78284,2.81479,3.49524
0.57529,2.81132,3.49524
-1.84514,2.62891,3.49516
0.235809,2.06968,3.49523
1.79438,5.05207,3.49528
-2.16884,0.381565,3.49515
-1.86131,1.72768,3.49516
-0.985573,1.62922,3.49519
1.24686,5.68354,3.49526
2.13724,7.75116,3.49529
-1.39575,2.75355,3.49517
0.0326447,2.92461,3.49522
1.42595,4.20761,3.49527
-0.0641025,2.61447,3.49522
2.57353,8.13885,3.4953
-0.108347,3.08855,3.49522
0.33539,3.49631,3.49523
-0.555581,0.240439,3.4952
1.27763,4.61034,3.49526
1.21152,3.28328,3.49526
1.46766,2.91629,3.49527
2.13653,3.32131,3.49529
-1.81696,2.2809,3.49516
-1.68535,2.04174,3.49516
2.83808,10.7647,3.49531
0.319534,-0.116089,3.49523
0.534011,2.27655,3.49524
-2.16727,1.65973,3.49515
1.14765,4.1741,3.49526
-2.44301,1.98842,3.49514
-2.96292,3.01558,3.49512
0.79358,2.71086,3.49525
-0.827951,-0.604449,3.49519
1.95623,6.58887,3.49528
-0.907668,0.781439,3.49519
-1.69525,2.22496,3.49516
2.5397,8.37758,3.4953
-0.47485,2.50838,3.4952
-0.374769,1.85334,3.49521
-1.76893,2.47268,3.49516
-0.549609,1.40151,3.4952
2.19493,7.42519,3.49529
-1.6497,3.51504,3.49517
-1.2926,1.50061,3.49518
0.630774,2.29714,3.49524
1.41338,4.20873,3.49527
0.0779839,-0.0410349,3.49522
-0.187864,0.0296024,3.49521
0.19226,1.81127,3.49523
0.556718,6.33909,3.49524
-1.08584,0.947457,3.49518
-1.5927,1.73684,3.49517
-2.68841,2.86399,3.49513
-1.69564,0.712493,3.49516
2.13052,7.59472,3.49529
2.90725,10.0985,3.49531
1.45108,5.05527,3.49527
-1.24523,2.36232,3.49518
-1.47159,1.46776,3.49517
-2.47245,1.63704,3.49514
0.849608,1.98039,3.49525
0.158407,2.4541,3.49522
0.693025,3.58348,3.49524
2.26402,6.00431,3.49529
-2.74885,3.66937,3.49513
1.6784,4.9512,3.49527
0.396155,1.20506,3.49523
2.60116,8.50703,3.4953
2.86338,9.59594,3.49531
0.999677,1.57612,3.49525
1.14773,4.04925,3.49526
1.66315,5.96345,3.49527
-0.597659,2.38086,3.4952
-1.76493,2.64626,3.49516
1.80571,4.0878,3.49528
0.51363,2.50537,3.49524
0.642095,-0.263341,3.49524
-2.60842,2.48255,3.49513
1.11862,5.30733,3.49526
-1.83429,2.42933,3.49516
-0.301944,1.51562,3.49521
1.46988,4.43948,3.49527
-0.290966,0.94106,3.49521
1.63571,4.26319,3.49527
-1.60577,1.2898,3.49517
0.262832,0.593186,3.49523
-0.141279,2.26295,3.49521
-2.26577,0.955124,3.49515
-2.77727,3.58895,3.49513
2.5909,9.07785,3.4953
1.7967,4.10605,3.49528
1.34701,6.68667,3.49526
2.38316,9.28842,3.4953
-2.77783,2.34334,3.49513
-0.49235,1.22779,3.4952
-2.46952,4.02455,3.49514
-2.18796,2.77444,3.49515
1.07814,4.9358,3.49525
1.0179,3.44024,3.49525
-1.29209,3.39767,3.49518
0.689047,3.80538,3.49524
2.90554,9.37693,3.49531
-0.705175,2.40157,3.4952
2.52122,8.2177,3.4953
-2.19703,1.20472,3.49515
1.34932,2.97455,3.49526
2.68963,7.93805,3.49531
-1.33985,1.96319,3.49518
-2.00313,0.60061,3.49515
0.0517138,0.596733,3.49522
1.73179,3.5104,3.49528
-1.98125,3.30406,3.49515
-2.64181,2.54099,3.49513
2.45592,7.32922,3.4953
1.73029,6.41149,3.49528
2.29029,7.4278,3.49529
-2.08013,1.91085,3.49515
2.56551,7.20058,3.4953
1.42077,3.7701,3.49527
0.340785,4.53418,3.49523
-2.0302,1.45354,3.49515
0.596501,1.50676,3.49524
-2.77404,2.90907,3.49513
1.25207,3.1095,3.49526
2.64848,7.25177,3.49531
-2.3352,2.37877,3.49514
0.223059,1.03986,3.49523
0.170301,1.56093,3.49522
-0.639704,1.87456,3.4952
0.658139,3.35393,3.49524
2.32039,6.35998,3.49529
-0.760152,3.23112,3.49519
1.55085,2.91133,3.49527
-0.0924068,2.47042,3.49522
-0.833911,1.48633,3.49519
-1.31318,4.3498,3.49518
-2.01048,2.26831,3.49515
-2.83272,3.16502,3.49513
-0.878901,2.33221,3.49519
-2.29109,1.84878,3.49514
0.0161745,1.46467,3.49522
1.51173,5.11549,3.49527
-1.88339,2.41081,3.49516
1.57044,3.35177,3.49527
1.08703,4.22844,3.49526
-1.67639,1.40996,3.49516
1.75243,3.64489,3.49528
-2.26669,3.86292,3.49515
2.41883,6.80174,3.4953
-2.53203,3.35163,3.49514
1.19304,5.53227,3.49526
1.88452,4.73228,3.49528
1.6334,6.65071,3.49527
-2.13576,3.44079,3.49515
2.01188,5.40015,3.49529
-1.64229,3.51622,3.49517
-0.232914,2.51985,3.49521
0.536943,2.87633,3.49524
1.40397,4.75041,3.49527
-0.291464,1.10924,3.49521
1.21802,3.55168,3.49526
0.312885,2.02503,3.49523
-0.82275,0.961735,3.49519
-1.81014,4.34161,3.49516
2.07161,5.69125,3.49529
1.0485,4.20307,3.49525
-1.20708,1.92018,3.49518
-2.011,0.614004,3.49515
-2.04472,3.31559,3.49515
2.62162,8.61176,3.4953
-1.65,0.827953,3.49517
1.57087,5.73831,3.49527
1.26574,3.8689,3.49526
1.17423,1.99135,3.49526
-2.524,2.0438,3.49514
-2.62341,2.17132,3.49513
0.735906,3.36765,3.49524
-2.66627,5.69598,3.49513
-0.510064,2.41179,3.4952
-2.58978,2.6241,3.49514
1.42293,4.50869,3.49527
1.73733,5.32227,3.49528
