(1.477135268062586, 4.066638130938586)
(1.6747042383747655, 3.957515018654492)
(1.1897036252824913, 4.089807304972391)
(-0.36377740478528686, 2.4946326399355865)
(-2.2097300112403833, -0.02088253210382529)
(2.5789199895373605, 9.803613025032535)
(-0.8858910364603712, 0.9327808435669888)
(-2.0730460967759177, 1.1020080546660787)
(-2.6947044748476277, 2.1741716633184094)
(-1.5300158838143472, 0.6924721464054437)
(-2.1246180831545267, 0.09596893383842486)
(-0.35058452856571964, 1.8958658633112024)
(-0.9605502348902819, 2.732093620644382)
(0.20555194526024323, 3.1164494525336375)
(-2.2768807018375976, 0.7803664318354289)
(-0.5085924580767776, 1.5152613822188528)
(-2.0743530241371104, 1.6364601366084628)
(-1.4840185657461349, 2.303277445499803)
(0.7914011193079977, 2.446411273060863)
(0.2080163045096195, 1.662839766037962)
(-0.6562581475507381, 0.13929862707441898)
(-1.7297405044651846, 1.4081584957524438)
(-2.031994173092666, 2.4987893889625385)
(1.9966113481606476, 7.262201486888675)
(0.33251080833534363, 3.5620162002617013)
(1.7787172357130547, 6.5172848701726025)
(1.7552294096075203, 5.441823745650169)
(-0.40614330898766227, 0.1277764235677703)
(-2.0376384990983025, 2.7550071478284632)
(-1.3941641647459009, 1.072756065690184)
(-1.7171805930586168, 2.6536335819282124)
(1.1386654446389821, 4.145830874832507)
(-0.24589436238125018, 1.0602423738499867)
(-1.8425070877297307, 1.2869142369487472)
(0.8231307388459523, 2.0335856870048254)
(1.6524346146508373, 6.132059917346093)
(2.759600425368818, 7.617690716888742)
(-0.07696690355730373, 2.815584733553203)
(-1.627111579758203, 2.1440615816754685)
(-1.3535440871789657, -0.4148977339675055)
(2.099854243919215, 6.419611349713821)
(1.8045162059285582, 5.2801540074736595)
(1.2959474945509477, 4.77382829624405)
(-1.3559447298952756, 2.2240227901426968)
(-1.1263723782558366, 1.445288985107223)
(1.1998706337070368, 5.025958342287323)
(1.1053885696860206, 2.7418475408636143)
(1.5386139174971465, 5.497491164608065)
(2.071789458488409, 6.463776010783539)
(-2.1588655406698254, 1.277020492180584)
(1.6978901913542783, 5.229543410671336)
(1.5407378102328515, 3.7587293782505906)
(2.1348075301354683, 6.760736730795781)
(-1.8316770515045562, 2.1306879316129916)
(2.4758337916797206, 7.283203687594204)
(-2.0377600836723984, 2.838131217031195)
(-1.3063030880690119, 2.763252231346068)
(2.6927072935034717, 8.305651597595098)
(-2.166200003589994, 1.9911157769141357)
(-1.7135400510235448, 1.368574094381874)
(1.644163974887812, 4.289333971267812)
(1.09756751695127, 4.380115244875613)
(-0.3021933310723113, 3.241843566443779)
(2.4918102832396203, 9.061821941038975)
(-1.0525673344998319, 0.3760400255640557)
(2.878594451445095, 8.735776170362485)
(0.2788176464974952, 0.745713565433618)
(-0.44010687624210787, 2.608389359574529)
(1.888022359625844, 6.553476277561652)
(2.101648615996135, 6.694400156149425)
(-1.8211048256641382, 2.1259239450656926)
(-0.7293753711372024, 1.4838250695247173)
(-2.2094402184093926, 2.718779387304341)
(1.0455389546353286, 2.9471169850896333)
(-0.7232543074355569, 1.6430666817207322)
(1.525746958044003, 4.391746200211835)
(-0.12148823897042371, 1.7464843090089746)
(-0.5718831881028414, 0.5241964906352166)
(-0.9171372430920872, 2.6409510966250767)
(-0.049154552079848646, 1.8739968199941406)
(1.5263130794293973, 4.18971591856203)
(2.163019706398959, 7.587966371672624)
(-0.9792522893206148, 3.4681959322346607)
(1.9950598691852681, 8.157328520300108)
(-2.9782000342604396, 1.6538044735348814)
(0.6413319430873958, 1.4828644022282624)
(2.699990740767131, 8.194410316466067)
(1.7455474695990008, 5.417581144822613)
(-0.8887735175728042, 2.409117051538768)
(-0.6530517042130777, 1.130502391648438)
(1.034101210743282, 3.656816643678035)
(2.9808853029331424, 8.949877739366197)
(-0.9804418669139912, 0.4697210576186255)
(-2.472033606911295, 1.8542397276839018)
(-1.1446754165047104, 2.3036931107268357)
(-0.9930411532697647, -0.14248697977029834)
(2.4513695982324144, 6.739050878035818)
(-0.7906426379713958, 1.8586734478469853)
(2.9633437433969156, 8.106370574563895)
(-2.8575795096603627, 3.087121917160075)
(-1.6778159433739295, 2.649182065363397)
(2.5932977703981672, 7.805699199679433)
(-0.8112905285166079, 1.7088140052155536)
(1.1957516868950622, 3.744962905458338)
(-2.6281599699584675, 3.989618815306311)
(-0.8657707373718759, 1.06400460400676)
(1.6306504583372323, 5.549092024132856)
(-0.8270103705172867, 2.886473430834366)
(-0.3840039394689154, 2.628876292699945)
(-2.8957708522389884, 3.4737333332421425)
(0.6291141010464267, 3.5806115475033526)
(2.474334872853176, 7.175628981980227)
(-2.679669848419442, 3.7311289742785063)
(-1.6982360892850772, 1.231616500466962)
(2.767823682012276, 8.078609872916337)
(-2.0171396149570313, 2.2465180719737017)
(-0.012077263999600518, 1.701878437538888)
(2.1256439848884208, 5.398609100053126)
(-1.5734767897825952, 2.5614035046299684)
(-0.13604143000232582, 2.682366133205561)
(-0.0633358088520275, -1.495662078004833)
(0.2539382356593123, 2.705097470279219)
(1.159358233982025, 3.7915730702324426)
(-0.8379471891459831, 0.43565926996318205)
(-1.7844872259835227, 1.187350953744263)
(1.8407588114620408, 5.284980974142602)
(-2.5991251985502473, 1.964961198176218)
(-1.2540456666630435, 2.391893364380672)
(2.272884638719159, 6.451729879864868)
(-0.9265184227731735, 2.4690113691530504)
(-2.5651363719563705, 5.143841371641567)
(-1.6940273963477916, 3.596394743662499)
(1.2061603338266966, 4.264060258151628)
(2.7164025439604824, 8.773104205339147)
(-0.3938654098586323, -0.4888021782416454)
(-2.140265250845989, 1.0917457174199832)
(0.1309817931119457, 1.0261289506195719)
(-1.0615798975294148, 1.0882011188387977)
(-0.6386106225789279, 2.466096885469482)
(0.3062457505595977, 2.5807762848154248)
(1.9792960066718601, 5.400453372771462)
(-2.2999465999806334, 2.5574922684576356)
(-2.253442555449448, 2.2423913356111163)
(-2.6180443169378265, 2.83597579216586)
(2.3974706916541138, 6.4179409664006855)
(0.11931371201569885, 4.386318297686279)
(2.4358994876175304, 8.0268582835415)
(-1.8034823522258032, 1.6731115332366173)
(0.889589907903015, 3.1687280885618505)
(-0.03232270080880584, 2.071325668828559)
(2.7746795209269504, 9.275018379109584)
(2.8946061857215932, 8.994344007909712)
(1.387328358432744, 5.018393528621004)
(2.750641739095707, 9.903645859781125)
(1.1873211805329955, 2.475290514593805)
(-2.269533143429764, 3.377493546650305)
(2.2321981819238728, 7.326914216150849)
(0.853475544707754, 3.1317554995586776)
(1.4219211656704527, 3.876000421528582)
(-0.38396733138418915, 1.2114972003532527)
(-2.4794459548689463, 2.7211930187377984)
(-1.958174953419895, 2.2836991024658992)
(-1.403056353925532, 1.8759973997813664)
(-0.7122861614683185, 1.2276300047155908)
(-2.687152410240551, 4.196344310021335)
(-2.305182091110027, 2.743352960325614)
(-1.7942213385417305, 2.3642601190170915)
(2.60065947120994, 7.859566629210628)
(1.1467065346442835, 4.724961945266387)
(1.7707296219543371, 4.880234086770824)
(-0.28077646519203325, -0.8353061054172681)
(-1.1428598858326602, 3.6187240617463954)
(0.9715303480777804, 3.644527018194983)
(-1.8958263840266358, 1.0677892245984613)
(-2.577809405331605, 3.981351548886016)
(1.3879720329961707, 5.269482634732781)
(-0.9608532786398913, 0.6988314829209159)
(0.41702694653761263, 2.050922694290114)
(-0.7012271082969956, 2.52858216509783)
(2.949553495168421, 9.30922048990813)
(-2.115214713117534, 1.9751920217710743)
(-1.5756187609584424, 1.7393040580380157)
(-0.9724660071851252, 2.381432873559948)
(0.19888019197209594, 1.6423097909386342)
(0.39331954943082525, 2.5499777954867437)
(-1.1197672292226482, 1.551751560304467)
(-2.4738380406367586, 2.0003512928915193)
(2.1810187635452882, 4.542771673926424)
(-2.5330972879748637, 2.8804178033902614)
(-1.1394031320849511, 0.2534464380781174)
(2.8286963874630286, 8.844625790168038)
(-2.5640843044810833, 3.779672998734089)
(-2.9368756161007283, 3.051100942299438)
(-2.6181849115216522, 2.2010531952149552)
(-2.10514356685806, 1.7653870413647685)
(-0.9321816422783291, 1.1588339841652449)
(1.6026725777660307, 2.8568916330349228)
(1.644077342352615, 4.622448486648807)
(1.8556631383116073, 5.837732488358468)
(-1.5618282964925057, 2.028886109234473)
(1.5054548410950268, 4.690787924325274)
(2.2106116296471967, 5.068651771169275)
(-2.032856679510898, 1.5475456164220813)
(-0.2955226583439634, 2.1081275158004344)
(2.550147200378426, 7.776132092538103)
(1.1930727639571774, 4.551603510950258)
(-0.16844812690226751, 1.8904472433839634)
(1.6871922094853273, 5.176439508827294)
(0.7961125799613042, 4.6091754459476455)
(1.340372675316111, 4.337386585657812)
(-2.410452193651068, 1.9437118267841584)
(-1.0452930659577857, 1.7455656641932669)
(-2.3679024072779837, 3.869147754486688)
(-1.8289241628438155, 2.49640662546432)
(2.52717608338034, 7.440518089097403)
(0.7741539572221265, 3.9342521489007884)
(-0.2059348567686401, 1.5847080604078658)
(-0.12128016109132878, 0.9681648686565117)
(0.0004030070680407505, 1.0928566555607966)
(0.3993685593041709, 1.4143818311200147)
(-2.355023938038581, 3.2039112098811353)
(-1.165144414523699, 0.31456297105198505)
(0.7828404540608762, 2.814787136876391)
(0.5752896796172751, 2.8113186406196733)
(-1.8451438100139586, 2.6289057980900736)
(0.23580886325783235, 2.069681218907608)
(1.794381598383275, 5.052073228197614)
(-2.168841596642991, 0.38156475195387674)
(-1.8613147882262477, 1.727675868723157)
(-0.9855732983892622, 1.6292218288787887)
(1.2468578461527233, 5.683543633075493)
(2.137235186866544, 7.7511601100238385)
(-1.3957524486583779, 2.7535473199880878)
(0.032644692901025785, 2.92461434556245)
(1.4259467694239278, 4.207610634683861)
(-0.0641024758052704, 2.6144743845845366)
(2.573533127568915, 8.138845668576757)
(-0.1083469269493178, 3.08855447796624)
(0.3353901818242129, 3.4963113644079487)
(-0.5555809863044452, 0.24043905422154443)
(1.2776297528805696, 4.610340321092846)
(1.2115234444200809, 3.2832834445880357)
(1.467658537117197, 2.9162948907818027)
(2.1365293040208977, 3.321312242775868)
(-1.81695915212065, 2.2809022689045424)
(-1.6853549116069357, 2.04174038096283)
(2.83807780441695, 10.764665855470868)
(0.3195337528137454, -0.11608944492778894)
(0.5340106950989219, 2.2765525142133516)
(-2.1672702304820675, 1.6597279802121134)
(1.1476478173240094, 4.174098079163755)
(-2.4430071385269923, 1.9884229140252003)
(-2.9629247477433767, 3.0155799645820536)
(0.7935797008127086, 2.7108583413358756)
(-0.8279507047528925, -0.6044490039189376)
(1.9562307209479748, 6.588874059202612)
(-0.9076677237394186, 0.7814393797188884)
(-1.695247397955415, 2.2249553376879776)
(2.5397041416721766, 8.377577064915432)
(-0.4748498472120697, 2.5083766771251175)
(-0.37476905484302314, 1.8533372725140045)
(-1.7689253733117114, 2.472675016707516)
(-0.5496087777557843, 1.4015084098576862)
(2.194926801750084, 7.425186386010267)
(-1.6496951650545788, 3.515044323158148)
(-1.2925979838915334, 1.500612867603031)
(0.630774144758365, 2.297141561464015)
(1.4133793614944263, 4.208725033201187)
(0.07798386834849547, -0.04103485692111297)
(-0.18786420604671594, 0.02960242882825903)
(0.19225997993057753, 1.8112743272895948)
(0.556718042823503, 6.339087000591497)
(-1.0858393292313353, 0.9474569660078699)
(-1.5926981349013989, 1.7368441576945353)
(-2.6884086288069433, 2.8639851602017434)
(-1.69564120863506, 0.7124927427307484)
(2.130516399992172, 7.594722020715965)
(2.9072491934968516, 10.098524447277715)
(1.4510801037829033, 5.055266649500451)
(-1.2452327430514816, 2.3623188042848087)
(-1.4715871800268168, 1.4677600091440164)
(-2.4724481486478984, 1.6370358185339375)
(0.849608393115413, 1.9803905539013233)
(0.15840697657159097, 2.454104851697284)
(0.69302466161579, 3.5834769246322713)
(2.2640222972823487, 6.004314824639233)
(-2.748850333855801, 3.669369881242125)
(1.6783971448918686, 4.9511977218540695)
(0.39615479369396134, 1.2050563890499775)
(2.601159168427368, 8.507027374765276)
(2.863379145174761, 9.595939693564688)
(0.9996771009750649, 1.5761187991249839)
(1.1477251190876725, 4.049245823761541)
(1.663153209983701, 5.963448204630566)
(-0.5976593745058127, 2.3808581723428555)
(-1.7649255727933684, 2.6462589750616865)
(1.8057103918328234, 4.087802886120121)
(0.5136298800524326, 2.5053717214679123)
(0.6420953494004076, -0.263340713116869)
(-2.608424884584257, 2.4825469993485334)
(1.1186197566404932, 5.307329634365667)
(-1.8342925056958699, 2.429327970783056)
(-0.30194386784342875, 1.5156233735525222)
(1.4698801559449377, 4.4394778201984755)
(-0.29096575015513704, 0.9410603029314559)
(1.6357092817233028, 4.263192004393906)
(-1.6057716353410407, 1.2897997616662216)
(0.26283168496154197, 0.5931863306258118)
(-0.14127943910026453, 2.2629539086012613)
(-2.26577479529519, 0.9551235936742797)
(-2.7772676080094754, 3.588951782385433)
(2.5909007539435995, 9.077851012638508)
(1.7967033351256116, 4.106048300749255)
(1.347012958630506, 6.686673233241218)
(2.383159366037102, 9.288420378665569)
(-2.777834539650338, 2.34333794073658)
(-0.4923497213893926, 1.227792461954245)
(-2.4695219216355833, 4.024548654407237)
(-2.187957585210432, 2.774444920712981)
(1.078138227424077, 4.935797750582281)
(1.0179020508286971, 3.440237365631718)
(-1.292093535275749, 3.3976665870877207)
(0.6890469200989973, 3.8053817350005374)
(2.905539018982986, 9.376934105775046)
(-0.7051745810471677, 2.4015680807502946)
(2.5212167541146417, 8.217703280116748)
(-2.1970348724696525, 1.2047232399854377)
(1.349317476301776, 2.974554768474045)
(2.68962920829674, 7.938053284145904)
(-1.339846294465923, 1.96319087784878)
(-2.0031290055281055, 0.6006096530157718)
(0.05171384907784615, 0.5967333184222989)
(1.7317949985515426, 3.510399960370673)
(-1.9812546512230826, 3.304062480277055)
(-2.6418088298373226, 2.5409949802300518)
(2.4559247330259586, 7.329220703022782)
(1.7302948271722682, 6.411485258291386)
(2.290293883746404, 7.427800809065582)
(-2.0801250416205113, 1.9108526167757982)
(2.5655106126948075, 7.200584182525184)
(1.42077169522228, 3.770097581303768)
(0.34078459433009867, 4.534181535098016)
(-2.0301993410442565, 1.453539942933908)
(0.5965008598438368, 1.506764105963516)
(-2.77404419246265, 2.9090712415928563)
(1.252066907209782, 3.109495476273908)
(2.6484809640339773, 7.2517694927061065)
(-2.335195147418263, 2.3787712733203734)
(0.2230588648478542, 1.0398613423513818)
(0.17030106811682977, 1.5609253227704747)
(-0.6397036727526295, 1.8745620526009652)
(0.6581393410511298, 3.353934464987761)
(2.320390367517997, 6.359975457081721)
(-0.7601520594182531, 3.2311153914940873)
(1.5508519798838467, 2.911334360482983)
(-0.09240683354944146, 2.4704239147942664)
(-0.8339114863455306, 1.4863281703862792)
(-1.3131773712466408, 4.349802133411939)
(-2.010479841696174, 2.268308950924099)
(-2.832716470789398, 3.1650244986755642)
(-0.8789013217537676, 2.332206397171478)
(-2.2910909091329796, 1.8487770669662809)
(0.016174546916214894, 1.4646738514529947)
(1.511733198584082, 5.115488705127948)
(-1.8833864887710328, 2.410808076022291)
(1.5704441803073284, 3.35176744166086)
(1.0870317648901189, 4.228438475235843)
(-1.6763907989273934, 1.4099572786886774)
(1.7524307009317779, 3.644889044199556)
(-2.266687899038758, 3.862919012709872)
(2.4188313399730212, 6.801736863428575)
(-2.5320256408600668, 3.3516312915353863)
(1.1930427749950985, 5.532267711094885)
(1.884516427927017, 4.732281025339458)
(1.633404992428213, 6.650713382829985)
(-2.1357562630765043, 3.4407883526219907)
(2.011876407204136, 5.400153167111456)
(-1.6422883739741723, 3.5162152853439874)
(-0.2329136889929, 2.5198468157710283)
(0.536943435646835, 2.876334131942737)
(1.403969787569114, 4.7504137500222345)
(-0.2914643366290748, 1.1092423131319715)
(1.2180200217092718, 3.551676145033352)
(0.31288476612561666, 2.0250295388524187)
(-0.8227497088676348, 0.9617351829911582)
(-1.8101438587972518, 4.341608412771489)
(2.0716127667011577, 5.691252067852234)
(1.0485018120110814, 4.203071816190236)
(-1.2070753422857265, 1.9201771697988388)
(-2.0109994774473012, 0.6140041169527359)
(-2.044717232579432, 3.315594030155481)
(2.621622208540474, 8.611755272308205)
(-1.650001548238281, 0.8279529575019232)
(1.5708735832388747, 5.738305113100397)
(1.2657365120777548, 3.868904625750853)
(1.174226161341755, 1.9913525321905226)
(-2.5239967801555814, 2.043802023968752)
(-2.6234114685802736, 2.171315881529692)
(0.7359062781221013, 3.3676535257519067)
(-2.6662726424821592, 5.695984549015984)
(-0.5100639730902712, 2.4117919269148635)
(-2.5897808166000154, 2.6241010135240357)
(1.4229322104971507, 4.508692748146001)
(1.737334784210339, 5.322272671753428)
